I#	607|Skeletal Muscle cell lysate 1st expt	608|Skeletal Muscle cell supnt 1st expt	609|Skeletal Muscle cell lysate 1st expt	610|Skeletal Muscle cell supnt 1st expt	611|Skeletal Muscle cell lysate 1st expt	612|Skeletal Muscle cell supnt 1st expt	613|Skeletal Muscle cell lysate 2nd expt	614|Skeletal Muscle cell supnt 2nd expt	615|Skeletal Muscle cell lysate 2nd expt	616|Skeletal Muscle cell supnt 2nd expt	617|Skeletal Muscle cell lysate 2nd expt	618|Skeletal Muscle cell supnt 2nd expt
COL1A1	0.0524158941511	0.758769964485	0.0482361856528	nan	-0.0115879742752	0.608232280044	0.444183844938	1.0144995697	0.0923401721467	0.852042118613	0.256700472112	0.77102743024
RRBP1	nan	nan	nan	nan	nan	nan	0.603840510927	nan	0.158429362604	nan	0.179514657014	nan
VCP	0.0593552776164	nan	0.0648828515849	nan	0.0908534304511	nan	0.144010302692	nan	0.0203404482842	nan	-0.0565835283664	nan
SUPT16H	0.2750070475	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
KRT9	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	2.10159814001
MYL6	nan	nan	nan	nan	nan	nan	-0.209141397839	nan	0.015957573903	nan	-0.320773476946	nan
-	nan	nan	nan	nan	nan	nan	0.420819851873	nan	nan	nan	nan	nan
-	-0.215914857265	nan	0.299830761822	nan	nan	nan	nan	nan	nan	nan	nan	nan
C3	nan	nan	nan	nan	nan	nan	nan	-3.16992500144	nan	-4.36183852771	nan	-2.51651949766
COL6A2	nan	nan	nan	nan	nan	nan	nan	nan	0.215914857265	nan	nan	nan
COPG1	nan	nan	nan	nan	nan	nan	nan	nan	-0.295135249001	nan	-0.273814244587	nan
MAP1A	nan	nan	nan	nan	nan	nan	nan	nan	-0.470927257475	nan	nan	nan
FLNA	0.0772429989325	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
DHX9	nan	nan	nan	nan	nan	nan	-0.227741075839	nan	nan	nan	nan	nan
EIF3A	nan	nan	nan	nan	nan	nan	1.14560532225	nan	nan	nan	2.0	nan
ALPL	nan	nan	nan	nan	nan	nan	0.857259827884	nan	nan	nan	nan	nan
COX7A2	-0.132894270497	nan	-0.115597447016	nan	nan	nan	nan	nan	nan	nan	nan	nan
RAB7A	-0.0335695326937	nan	-0.163267919541	nan	0.124328135002	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.590744853315	nan
RPL14	-0.0291463456595	nan	0.0100636833447	nan	0.00288250853312	nan	nan	nan	-0.0328061450832	nan	nan	nan
STXBP3	nan	nan	nan	nan	nan	nan	0.434402824146	nan	nan	nan	nan	nan
RRBP1	0.0114956388378	nan	nan	nan	0.20163386117	nan	nan	nan	nan	nan	nan	nan
DES	-0.577766999317	nan	-0.172993990361	nan	-0.403541860441	nan	-0.12829340101	nan	nan	nan	0.110915901402	nan
KRT1	-5.57346686188	-2.70796645478	-4.60823228004	nan	-2.73696559417	-1.69599381311	nan	-0.956056652412	-4.74022600475	nan	-2.55753262765	-1.49825086753
TCP1	nan	nan	nan	nan	nan	nan	nan	nan	-0.159629185821	nan	-0.329984649758	nan
RPS25P6	nan	nan	0.00288250853312	nan	0.0412429822319	nan	0.375197234747	nan	nan	nan	-0.0579700686373	nan
RPS25P6	-0.174621396107	nan	nan	nan	nan	nan	nan	nan	0.139235797371	nan	nan	nan
BAG3	nan	nan	nan	nan	nan	nan	0.0543922968186	nan	nan	nan	nan	nan
PRDX3	0.209141397839	nan	-0.128156351491	nan	0.0328061450832	nan	0.486004020633	nan	0.158429362604	nan	0.338250400189	nan
PGAM1	nan	nan	nan	nan	-2.59074485332	nan	0.0174170530774	nan	nan	nan	nan	nan
MYOF	nan	nan	nan	nan	0.0690146779152	nan	nan	nan	nan	nan	nan	nan
MYOF	nan	nan	0.211635253327	nan	nan	nan	0.475936324223	nan	0.202571917848	nan	nan	nan
MYOF	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.327348370672	nan
UQCRC2	-0.142417044616	nan	0.0976107966264	nan	-0.401634794676	nan	0.0740005814438	nan	nan	nan	-0.00288250853312	nan
-	nan	nan	nan	nan	nan	nan	0.20589610144	nan	nan	nan	nan	nan
MRPS36	nan	nan	nan	nan	nan	nan	0.854648614427	nan	-0.0200576523413	nan	nan	nan
TUFM	nan	nan	nan	nan	nan	nan	0.413115187148	nan	-0.102993993323	nan	nan	nan
RPL18	nan	nan	nan	nan	0.276198865032	nan	0.543719518489	nan	0.168122758808	nan	0.0232697793228	nan
RPL18	0.0496307677246	nan	-0.0969617298871	nan	nan	nan	nan	nan	nan	nan	nan	nan
NES	nan	nan	nan	nan	-0.526992432084	nan	-0.342554745477	nan	-0.409255146685	nan	-0.0299828662157	nan
S100A6	nan	nan	nan	nan	0.146655222119	nan	0.16650266314	nan	nan	nan	-0.191562650701	nan
ENSA	nan	nan	0.175045486111	nan	nan	nan	nan	nan	nan	nan	nan	nan
GNB2L1	nan	nan	nan	nan	nan	nan	nan	nan	0.0320936297099	nan	nan	nan
HNRNPH1	-0.114035243246	nan	-0.0908029370083	nan	-0.275786313243	nan	0.267079617892	nan	0.00144341686967	nan	-0.0243196791954	nan
-	-0.537424111958	nan	-1.05889368905	nan	-0.946193556304	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.0320936297099	nan	-0.0717626693001	nan	-0.240008964735	nan
RPS24	-0.132894270497	nan	0.00575926928868	nan	0.123003954055	nan	0.0679388286566	nan	-0.100304905796	nan	-0.168642035559	nan
ITGA2	nan	nan	nan	nan	nan	nan	-1.57628025762	nan	nan	nan	nan	nan
KDELR2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.833927324053	nan
SARS	nan	nan	nan	nan	nan	nan	0.115597447016	nan	nan	nan	nan	nan
-	-0.321928094887	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.270555993166	nan
ECH1	nan	nan	nan	nan	nan	nan	0.232768962976	nan	0.390245037828	nan	nan	nan
NSF	nan	nan	nan	nan	nan	nan	0.475936324223	nan	nan	nan	nan	nan
ARF3	0.0690146779152	nan	nan	nan	nan	nan	0.0528949484321	nan	-0.277389698811	nan	0.500217879853	nan
PTGR1	-0.0800879113227	nan	nan	nan	nan	nan	0.195946441033	nan	nan	nan	nan	nan
UBA1	nan	nan	nan	nan	0.420078115979	nan	nan	nan	nan	nan	nan	nan
EWSR1	0.116364756692	nan	-0.0862010350493	nan	0.160920188181	nan	0.556393348524	nan	0.399730246491	nan	0.293358942691	nan
YWHAH	nan	nan	nan	nan	nan	nan	0.347398782403	nan	nan	nan	nan	nan
DDX17	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.671746266863	nan
DDX17	nan	nan	nan	nan	nan	nan	nan	nan	-0.20288783347	nan	nan	nan
ST13	nan	nan	0.196607044095	nan	nan	nan	nan	nan	nan	nan	nan	nan
KRT9	nan	nan	nan	nan	nan	nan	nan	0.722610301189	nan	nan	nan	nan
FKBP10	nan	nan	nan	nan	-0.156820109743	nan	nan	nan	nan	nan	nan	nan
ACLY	nan	nan	0.54794331129	nan	0.529071299829	nan	0.67346265186	nan	0.496142467423	nan	0.689659879388	nan
PTBP1	-0.187707155127	nan	0.0243196791954	nan	-0.123433941248	nan	0.261880711217	nan	0.0	nan	-0.100304905796	nan
CLINT1	-0.231074664436	nan	nan	nan	nan	nan	0.550042516372	nan	nan	nan	nan	nan
ETF1	nan	nan	nan	nan	nan	nan	0.0469210473875	nan	nan	nan	nan	nan
HSPA4	nan	nan	nan	nan	nan	nan	0.0306192350584	nan	nan	nan	nan	nan
P4HA2	nan	nan	nan	nan	nan	nan	0.614845103116	nan	nan	nan	nan	nan
HDGFRP3	nan	nan	nan	nan	nan	nan	nan	nan	0.601649629654	nan	nan	nan
VDAC3	1.64200835726	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RPL15	nan	nan	0.0384361816561	nan	nan	nan	nan	nan	nan	nan	nan	nan
PDCD6IP	nan	nan	nan	nan	nan	nan	-0.190298791627	nan	nan	nan	nan	nan
RPSA	-0.158429362604	nan	-0.0320936297099	nan	0.0071955014042	nan	0.232768962976	nan	-0.0745054363636	nan	-0.0143552929771	nan
SACM1L	nan	nan	nan	nan	nan	nan	0.529072742525	nan	nan	nan	nan	nan
MAP4	nan	nan	nan	nan	nan	nan	-0.151858816727	nan	-0.145351385573	nan	-0.57240464739	nan
RPL29	nan	nan	nan	nan	nan	nan	-0.0143552929771	nan	-0.196607044095	nan	-0.187767747046	nan
ITIH3	nan	-4.59997233354	nan	nan	nan	nan	nan	-4.25111310917	nan	-4.43935717847	nan	nan
ARF4	nan	nan	0.302172799741	nan	0.146655222119	nan	nan	nan	nan	nan	nan	nan
FLNB	nan	nan	nan	nan	nan	nan	nan	nan	0.734563103951	nan	nan	nan
FLNB	0.0854246562527	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-	-0.498178734579	nan	-0.117161344233	nan	-0.805912947884	nan	nan	nan	nan	nan	nan	nan
-	0.00144197417391	nan	-0.0130430374756	nan	0.12961273813	nan	nan	nan	nan	nan	nan	nan
PSME2	nan	nan	nan	nan	nan	nan	nan	nan	0.0262050703474	nan	nan	nan
MMP14	nan	nan	0.13750352375	nan	-0.0306192350584	nan	0.399730246491	nan	0.249822294407	nan	0.263611599297	nan
ACAT1	nan	nan	nan	nan	nan	nan	0.295128035544	nan	nan	nan	nan	nan
REXO2	nan	nan	nan	nan	nan	nan	-0.0129261744443	nan	nan	nan	nan	nan
APOA1	nan	nan	nan	nan	nan	-5.12250707269	nan	nan	nan	nan	nan	nan
DDX6	0.31382629639	nan	0.480265122054	nan	-0.253257284222	nan	0.531156057025	nan	nan	nan	nan	nan
SRPR	0.0114956388378	nan	0.855989697308	nan	0.434027674664	nan	0.625934281777	nan	-0.0143552929771	nan	nan	nan
HSD17B12	nan	nan	nan	nan	nan	nan	nan	nan	1.09850554495	nan	nan	nan
PSMA1	nan	nan	0.133563525741	nan	nan	nan	nan	nan	nan	nan	nan	nan
KHSRP	nan	nan	nan	nan	nan	nan	0.0306192350584	nan	-0.397255345594	nan	-0.206643223983	nan
FH	nan	nan	nan	nan	-0.33097323449	nan	0.744197163397	nan	0.32553934844	nan	0.386468347082	nan
HSPE1	-0.155212649921	nan	-0.0528949484321	nan	-0.224317298261	nan	0.395928676331	nan	0.0573916638883	nan	0.129733929604	nan
ARPC2	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.107803289535	nan
PSMD1	nan	nan	nan	nan	nan	nan	0.169744675832	nan	-0.138814468902	nan	nan	nan
NCL	0.0496307677246	nan	-0.055891200892	nan	-0.055891200892	nan	0.16004041251	nan	-0.0593552776164	nan	-0.0214797274105	nan
COL6A3	0.289244285157	nan	-0.126580496565	nan	-0.136061549576	nan	0.582079992188	nan	nan	nan	nan	nan
2-Sep	nan	nan	-0.16650266314	nan	-0.202571917848	nan	0.125006361067	nan	nan	nan	-0.0524158941511	nan
RPS4X	0.0607391578577	nan	0.0827025893302	nan	-0.0484122051852	nan	0.258425152581	nan	0.0923401721467	nan	0.0469210473875	nan
RPS5	nan	nan	0.37183761733	nan	nan	nan	0.456009280335	nan	0.0365258760251	nan	nan	nan
FLNA	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.33642766458	nan	nan
SSR4	0.17248751551	nan	0.147957881387	nan	nan	nan	0.0335695326937	nan	nan	nan	nan	nan
FTH1	0.113700499165	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GANAB	nan	nan	nan	nan	nan	nan	0.354759487355	nan	0.0634091701761	nan	0.253257284222	nan
SLC3A2	0.0731347046302	nan	0.0949116470255	nan	0.0593552776164	nan	nan	nan	nan	nan	nan	nan
ATL3	nan	nan	nan	nan	nan	nan	nan	nan	0.440263475567	nan	nan	nan
OTUB1	nan	nan	nan	nan	nan	nan	0.168122758808	nan	0.244685095955	nan	nan	nan
CFL1	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.483984852996	nan	nan
GSTP1	nan	nan	nan	nan	0.0786098346964	nan	0.0800879113227	nan	-0.0200576523413	nan	-0.088141596869	nan
PICALM	-0.00144341686967	nan	nan	nan	-0.67116353577	nan	nan	nan	-0.20163386117	nan	nan	nan
RPS21	nan	nan	nan	nan	nan	nan	0.168122758808	nan	nan	nan	nan	nan
RPS21	nan	nan	nan	nan	nan	nan	nan	nan	0.0409717810563	nan	0.399730246491	nan
-	nan	nan	nan	nan	-0.267079617892	nan	nan	nan	-0.413594082409	nan	nan	nan
PSMA7	nan	nan	0.0412429822319	nan	nan	nan	nan	nan	nan	nan	nan	nan
GNAS	-0.343732465206	nan	nan	nan	nan	nan	0.430508908041	nan	0.0573916638883	nan	0.28103566424	nan
HNRNPA1P8	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.102993993323	nan
HACD3	nan	nan	nan	nan	nan	nan	0.272297327163	nan	-0.153156788061	nan	nan	nan
-	-0.181149439105	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.162210036314	nan
COPB2	nan	nan	nan	nan	nan	nan	0.597277823154	nan	0.401634794676	nan	0.0380063225797	nan
RPL24	0.0	nan	-0.234465253637	nan	nan	nan	0.237863830099	nan	0.0247366783215	nan	-0.0285691521968	nan
MVP	-0.00723156923108	nan	0.0328061450832	nan	0.0621217119078	nan	0.0543922968186	nan	-0.0186341741391	nan	nan	nan
ACTR3B	nan	nan	-0.20589610144	nan	nan	nan	nan	nan	nan	nan	nan	nan
ACTN1	nan	nan	nan	nan	nan	-0.303342394487	nan	nan	nan	nan	nan	nan
DYNC1H1	nan	nan	nan	nan	nan	nan	0.107803289535	nan	nan	nan	nan	nan
DYNC1H1	0.23266075679	nan	0.401630466585	nan	0.720716242521	nan	nan	nan	-0.0186341741391	nan	-0.0621217119078	nan
CKB	nan	nan	nan	nan	nan	nan	nan	nan	-0.301002256033	nan	nan	nan
CRIP2	nan	nan	-0.066427361739	nan	nan	nan	nan	nan	nan	nan	nan	nan
PLEC	nan	nan	nan	nan	nan	nan	0.00433459026389	nan	nan	nan	nan	nan
PUF60	0.316145742293	nan	nan	nan	-0.13447704086	nan	nan	nan	nan	nan	nan	nan
MMP2	nan	nan	nan	nan	nan	0.3677317845	nan	nan	nan	nan	nan	0.152003093445
LRRC17	nan	nan	nan	nan	nan	nan	0.256700472112	nan	nan	nan	nan	nan
S100A11P1	nan	nan	nan	-0.197865391354	nan	-1.60312186984	nan	-0.00863030514344	nan	0.121863233373	nan	nan
PSMC2	0.119024103142	nan	nan	nan	0.0690146779152	nan	nan	nan	nan	nan	nan	nan
SND1	0.0342157153379	nan	0.0186341741391	nan	0.224040274218	nan	0.109358756037	nan	-0.0129261744443	nan	nan	nan
PRKCSH	-0.115597447016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
COPE	0.68706068834	nan	1.03984026453	nan	nan	nan	0.390245037828	nan	nan	nan	nan	nan
PDLIM7	0.130930869826	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0538064436958	nan
DBN1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.238786859587	nan
DBN1	nan	nan	nan	nan	nan	nan	0.0365258760251	nan	0.0816137655537	nan	nan	nan
TRAP1	nan	nan	3.45667475026	nan	nan	nan	0.219269963524	nan	nan	nan	nan	nan
ITGB1	nan	nan	nan	nan	-0.0291463456595	nan	nan	nan	nan	nan	nan	nan
PRKDC	-0.0409717810563	nan	nan	nan	2.06832686143	nan	0.204233052218	nan	-0.0827025893302	nan	0.114035243246	nan
SDCBP	nan	nan	-0.139235797371	nan	nan	nan	nan	nan	nan	nan	-0.191562650701	nan
ASPH	nan	nan	nan	nan	0.037030730945	nan	nan	nan	nan	nan	nan	nan
TTYH3	nan	nan	nan	nan	nan	nan	0.399730246491	nan	nan	nan	0.37706964908	nan
AK1	nan	nan	nan	nan	nan	nan	0.30400618689	nan	nan	nan	nan	nan
SPTAN1	nan	nan	nan	nan	nan	nan	0.434402824146	nan	nan	nan	nan	nan
SPTAN1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.0306192350584	nan
TUBB4B	-0.128156351491	nan	-0.055891200892	nan	nan	nan	0.075520007641	nan	nan	nan	nan	nan
PHB2	-0.0831412353002	nan	0.088141596869	nan	-0.194294815161	nan	nan	nan	nan	nan	nan	nan
TPI1	nan	nan	nan	-0.280956313831	nan	0.935117148415	nan	nan	nan	nan	nan	nan
NDUFA9	nan	nan	nan	nan	nan	nan	-0.0129261744443	nan	nan	nan	nan	nan
PSMD12	-0.148800661407	nan	nan	nan	nan	nan	0.298672742587	nan	nan	nan	nan	nan
PRKAR1A	nan	nan	-6.1584293626	nan	-0.131313234678	nan	0.115597447016	nan	nan	nan	nan	nan
SRSF2	-0.123433941248	nan	-0.106249498279	nan	0.0257375614136	nan	nan	nan	nan	nan	nan	nan
FASN	0.0935601761623	nan	-0.0101343771337	nan	0.190298791627	nan	-0.0412429822319	nan	-0.217851096811	nan	-0.197865391354	nan
SLC25A5	nan	nan	nan	nan	nan	nan	0.267079617892	nan	0.140825544134	nan	0.0908029370083	nan
EIF4A1	nan	nan	nan	nan	0.397255345594	nan	nan	nan	nan	nan	nan	nan
C1QBP	-0.150400988849	nan	-0.0694518807521	nan	-0.174621396107	nan	0.365871442475	nan	0.0380063225797	nan	0.176250639692	nan
RPL30	nan	nan	-0.156820109743	nan	nan	nan	0.3677317845	nan	nan	nan	0.284545872884	nan
ACTC1	nan	nan	nan	-0.0538064436958	nan	nan	nan	nan	nan	nan	nan	nan
RPL36AP8	-0.0770410357638	nan	nan	nan	-0.184424571137	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	nan	nan	-0.169925001442	nan	nan	nan
WDR1	nan	nan	nan	nan	nan	nan	0.358453970912	nan	nan	nan	-0.512985334814	nan
RPL9	-0.0862010350493	nan	-0.128156351491	nan	-0.0101343771337	nan	0.438307278602	nan	0.477944250839	nan	0.210896782499	nan
UCHL1	0.0565835283664	nan	0.157043710146	nan	0.101650076094	nan	nan	nan	0.0320936297099	nan	-0.329984649758	nan
HSD17B10	-0.584241333478	nan	-0.015957573903	nan	nan	nan	0.47995497596	nan	-0.0285691521968	nan	0.060397279644	nan
MAGED2	0.277389698811	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
RALA	1.16992500144	nan	nan	nan	nan	nan	0.321928094887	nan	0.0649174766813	nan	0.137647800468	nan
SRSF1	nan	nan	-0.375197234747	nan	nan	nan	-0.104336659815	nan	-0.303342394487	nan	nan	nan
KPNB1	0.250961573533	nan	nan	nan	nan	nan	0.13447704086	nan	-0.0662614422687	nan	-0.1492593655	nan
NPEPPS	nan	nan	nan	nan	nan	nan	nan	nan	-0.0662614422687	nan	nan	nan
HSBP1	nan	nan	-0.060397279644	nan	nan	nan	nan	nan	nan	nan	nan	nan
GLG1	nan	nan	nan	nan	nan	nan	nan	nan	-0.147957881387	nan	nan	nan
MAP1B	nan	nan	nan	nan	nan	nan	0.109358756037	nan	-0.305678743242	nan	nan	nan
MAP1B	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.303342394487	nan
TNPO1	-0.144010302692	nan	-0.22263289055	nan	-0.321928094887	nan	-0.0200576523413	nan	nan	nan	nan	nan
BTF3	-0.0634091701761	nan	-0.150400988849	nan	-0.101598140008	nan	0.164884384742	nan	-0.11769504267	nan	0.136061549576	nan
KRT5	nan	nan	-5.1584293626	nan	nan	nan	nan	nan	-3.24138259672	nan	nan	nan
HNRNPA1	nan	nan	nan	nan	nan	nan	nan	nan	0.0439433475876	nan	nan	nan
DNAJC14	nan	nan	-0.171368418312	nan	nan	nan	nan	nan	nan	nan	nan	nan
RPS26	0.100304905796	nan	-0.045431429247	nan	0.121678556588	nan	0.209227962138	nan	nan	nan	nan	nan
LRP1	nan	nan	nan	nan	nan	nan	0.506352666025	nan	0.214240225573	nan	0.56917950348	nan
SHMT2	-0.204233052218	nan	-0.237863830099	nan	nan	nan	nan	nan	-0.221567788538	nan	-0.534061602421	nan
DCTN2	nan	nan	nan	nan	6.00121676069	nan	nan	nan	nan	nan	nan	nan
DCTN2	nan	nan	nan	nan	nan	nan	nan	nan	-0.244887059124	nan	nan	nan
RPL26P32	-0.184424571137	nan	-0.158429362604	nan	-0.577766999317	nan	0.189351252217	nan	-0.0799753767206	nan	-0.0271540515037	nan
SNRPF	nan	nan	nan	nan	-0.0218043703183	nan	nan	nan	0.236163541109	nan	nan	nan
SLC25A3	nan	nan	-0.176250639692	nan	-0.329159664118	nan	0.332789087519	nan	0.0954195650787	nan	0.104697378667	nan
LOC643576	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.12961273813	nan
ATP2A2	nan	nan	nan	nan	nan	nan	0.715485866756	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.207561069935	nan	0.0262050703474	nan	0.0694518807521	nan
-	0.0	nan	-0.179514657014	nan	0.0200576523413	nan	nan	nan	nan	nan	nan	nan
EEF1B2P3	0.0200576523413	nan	0.0285691521968	nan	0.183962834843	nan	0.140825544134	nan	-0.037030730945	nan	-0.238786859587	nan
PSMA4	-0.0740005814438	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-	0.277389698811	nan	0.0398402645318	nan	nan	nan	nan	nan	nan	nan	nan	nan
MOGS	nan	nan	nan	nan	nan	nan	nan	nan	0.614845103116	nan	nan	nan
GFPT1	nan	nan	nan	nan	nan	nan	-0.0717626693001	nan	nan	nan	nan	nan
ACTR2	nan	nan	nan	nan	nan	nan	-0.0328061450832	nan	-0.0662614422687	nan	-0.0593552776164	nan
EIF3FP3	0.1492593655	nan	0.0356239097307	nan	nan	nan	0.249822294407	nan	-0.160920188181	nan	nan	nan
SPTBN1	nan	nan	nan	nan	nan	nan	0.229382353344	nan	nan	nan	nan	nan
SPTBN1	0.374065718223	nan	2.84779651833	nan	0.22527492987	nan	nan	nan	0.0232697793228	nan	-0.0551956542421	nan
-	nan	nan	nan	nan	-0.537424111958	nan	nan	nan	nan	nan	nan	nan
LAPTM4A	-0.0877333719336	nan	-0.399730246491	nan	-0.249822294407	nan	nan	nan	-0.0454429707612	nan	nan	nan
DDX1	nan	nan	nan	nan	nan	nan	nan	nan	-0.0285691521968	nan	nan	nan
RPS7	-0.0694518807521	nan	-0.0724827538015	nan	-0.0218043703183	nan	nan	nan	nan	nan	-0.00432160595009	nan
VAPA	0.458382004156	nan	nan	nan	nan	nan	nan	nan	0.197599959885	nan	nan	nan
-	0.0786098346964	nan	0.0114956388378	nan	-0.00144341686967	nan	0.126580496565	nan	-0.0157829972409	nan	-0.0200576523413	nan
TALDO1	nan	nan	0.0524158941511	nan	-0.212567535483	nan	nan	nan	nan	nan	nan	nan
HIST1H2BJ	-0.788364746673	nan	-0.279283757479	nan	-0.962969269055	0.0770410357638	0.0513991525066	nan	0.115597447016	nan	-0.22032995488	nan
RPS18	-0.260151897301	nan	-0.0954195650787	nan	0.164786278143	nan	0.334607228958	nan	nan	nan	nan	nan
PDLIM3	nan	nan	nan	nan	0.0285691521968	nan	-1.18523225423	nan	-0.364012053559	nan	nan	nan
MSN	0.195347598322	nan	0.101650076094	nan	0.158337027167	nan	0.0709665213541	nan	-0.0129261744443	nan	-0.12961273813	nan
IGFBP7	nan	nan	nan	nan	nan	1.3400754416	nan	nan	nan	nan	nan	nan
11-Sep	-0.015957573903	nan	nan	nan	nan	nan	0.0188780102057	nan	nan	nan	nan	nan
TMEM59	-0.144010302692	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PRDX1	0.046840254203	nan	-0.0469210473875	nan	0.0299828662157	nan	0.0740005814438	nan	-0.0482361856528	nan	-0.112366523073	nan
PABPC4	nan	nan	nan	nan	nan	nan	0.261880711217	nan	nan	nan	nan	nan
MACF1	nan	nan	nan	nan	nan	nan	nan	nan	0.773491470191	nan	nan	nan
MACF1	3.75702324651	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
SFPQ	nan	nan	nan	nan	nan	nan	nan	nan	0.298672742587	nan	nan	nan
-	0.130930869826	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CCT6A	nan	nan	nan	nan	nan	nan	nan	nan	-0.0328061450832	nan	-0.13750352375	nan
RPL21	-0.341902794649	nan	-0.45205668871	nan	-0.171368418312	nan	nan	nan	-0.037030730945	nan	nan	nan
ITM2B	nan	nan	nan	nan	nan	nan	nan	nan	1.62593428178	nan	nan	nan
ATP5O	nan	nan	nan	nan	0.222804561045	nan	nan	nan	nan	nan	0.314732593483	nan
GLS	-0.103146927103	nan	0.0607391578577	nan	nan	nan	nan	nan	nan	nan	nan	nan
COL3A1	nan	nan	nan	nan	nan	-0.552868871011	nan	nan	nan	nan	nan	nan
DYNC1I2	nan	nan	nan	nan	nan	nan	-0.120351940365	nan	-0.440420720757	nan	-0.456280481511	nan
DSG1	nan	nan	nan	nan	nan	nan	nan	nan	-2.46021832867	nan	nan	nan
